original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
361,2172655.0,2172894.0,392.8422460063896,392.95,my butt is itching up,23,a
362,2172896.0,2173735.0,392.951,393.37,my butt is itching up a,29,storm
363,2173737.0,2173936.0,393.371,393.46,,3,And
364,2173938.0,2174047.0,393.461,393.53,And,5,I
365,2174049.0,2174858.0,393.531,393.91,And I,8,can't
367,2174860.0,2175555.0,393.911,394.26,And I can't,17,reach
368,2175557.0,2175860.0,394.261,394.4,And I can't reach,20,it
369,2175862.0,2176086.0,394.401,394.51,And I can't reach it,23,in
370,2176088.0,2176438.0,394.511,394.69,And I can't reach it in,28,this
371,2176440.0,2177336.0,394.691,395.12,And I can't reach it in this,35,monkey
372,2177345.0,2178086.0,395.1241948881789,395.5044408945685,And I can't reach it in this monkey,40,suit
373,2179793.0,2180160.0,396.33,396.5,,2,Oh
374,2181308.0,2181760.0,397.06,397.29,Oh,6,hey
375,2181762.0,2182390.0,397.291,397.589744408946,Oh hey,10,you
376,2183131.0,2183453.0,397.96,398.11,Oh hey you,15,come
377,2183453.0,2183984.0,398.11,398.37709265175727,Oh hey you come,20,here
378,2185207.0,2185670.0,398.9753993610223,399.2,,4,What's
380,2185673.0,2185916.0,399.201,399.32,What's,11,your
381,2185918.0,2186630.0,399.321,399.66041533546326,What's your,16,name
382,2186649.0,2186670.0,399.67,399.68,,2,uh
383,2187706.0,2189570.0,400.1952076677322,401.0974121405751,uh,15,Fiddlesworth
384,2189679.0,2191035.0,401.15,401.8197763578276,uh Fiddlesworth,19,sir
385,2193163.0,2194338.0,402.86,403.4352715654949,,7,Perfect
386,2200479.0,2201842.0,406.4185303514377,407.0923322683708,,6,Ladies
387,2201953.0,2202370.0,407.14696485623006,407.3416932907351,Ladies,10,and
388,2202370.0,2203685.0,407.3416932907351,407.9929712460071,Ladies and,20,gentlemen
389,2205380.0,2206446.0,408.8115015974441,409.3329073482429,Ladies and gentlemen,29,princess
390,2206687.0,2207790.0,409.4664536741214,409.9976038338661,Ladies and gentlemen princess,35,Fiona
391,2208657.0,2209286.0,410.43,410.7292971246006,Ladies and gentlemen princess Fiona,39,and
392,2209582.0,2209862.0,410.882076677316,411.01,Ladies and gentlemen princess Fiona and,42,uh
393,2209864.0,2210291.0,411.011,411.22,Ladies and gentlemen princess Fiona and uh,46,Sir
394,2210293.0,2211523.0,411.221,411.83,Ladies and gentlemen princess Fiona and uh Sir,52,Shrek
395,2226627.0,2227114.0,419.2,419.43,,4,Yeah
396,2227504.0,2228195.0,419.6286581469645,419.9581150159746,,3,Ooh
397,2228788.0,2229675.0,420.2555910543131,420.6910543130994,Ooh,6,oh
398,2229919.0,2230696.0,420.8083067092652,421.1881789137383,Ooh oh,11,that's
400,2230730.0,2231408.0,421.20447284345016,421.52699680511193,Ooh oh that's,17,ooh
401,2231764.0,2231994.0,421.6932907348243,421.8220447284348,Ooh oh that's ooh,20,oh
402,2231994.0,2232455.0,421.8220447284348,422.0389776357829,Ooh oh that's ooh oh,25,that's
404,2232455.0,2232849.0,422.0389776357829,422.2389776357829,Ooh oh that's ooh oh that's,32,good
405,2232928.0,2233550.0,422.2779552715655,422.5738019169334,,4,Okay
406,2234891.0,2235549.0,423.22,423.55,,2,Oh
407,2235557.0,2236687.0,423.5541948881786,424.1153354632594,Oh,7,yeah
408,2236730.0,2237979.0,424.1361661341853,424.7292971246007,Oh yeah,15,scratch
409,2238026.0,2238390.0,424.75266134185256,424.9382108626196,Oh yeah scratch,20,that
410,2238535.0,2239270.0,425.0095846645368,425.3597444089458,Oh yeah scratch that,25,line
411,2239270.0,2239702.0,425.3597444089458,425.5800319488821,,3,You
412,2239702.0,2240330.0,425.5800319488821,425.8865814696495,You,7,got
413,2240330.0,2240693.0,425.8865814696495,426.0632587859437,You got,10,it
414,2240693.0,2241011.0,426.0632587859437,426.2099041533557,,3,You're
416,2241011.0,2241360.0,426.2099041533557,426.3801916932919,You're,9,on
417,2241360.0,2241729.0,426.3801916932919,426.5696485623016,You're on,12,it
418,2241860.0,2242298.0,426.6261980830671,426.8399361022365,,3,You're
420,2242298.0,2242487.0,426.8399361022365,426.93993610223646,You're,9,on
421,2242515.0,2243326.0,426.95367412140587,427.3410543130993,You're on,15,Shrek
422,2253700.0,2254650.0,432.4185303514377,432.8731629392977,,2,Ow
423,2255121.0,2255343.0,433.111821086262,433.211821086262,Ow,5,my
424,2255343.0,2256289.0,433.211821086262,433.6653354632589,Ow my,9,eye
425,2256399.0,2256869.0,433.7444089456869,433.965814696486,Ow my eye,12,my
426,2256869.0,2257637.0,433.965814696486,434.3322683706072,Ow my eye my,16,eye
427,2257683.0,2257929.0,434.3546325878594,434.4843450479231,,4,What
428,2257929.0,2258095.0,434.4843450479231,434.56405750798666,What,8,are
429,2258114.0,2258437.0,434.5736421725234,434.7236421725234,What are,12,you
430,2258499.0,2259348.0,434.7539936102236,435.1765175718853,What are you,18,doing
431,2273912.0,2275132.0,442.2843450479233,442.8793929712462,,5,Fiona
432,2281755.0,2282061.0,446.1054313099041,446.2554313099041,Fiona,9,are
433,2282061.0,2282350.0,446.2554313099041,446.4054313099041,Fiona are,13,you
434,2282374.0,2283296.0,446.4172204472843,446.8684664536741,Fiona are you,18,okay
435,2283677.0,2284433.0,447.0633546325879,447.42284345047926,,4,Yeah
436,2286178.0,2286577.0,448.2665175718849,448.47,Yeah,6,I'm
438,2286579.0,2287395.0,448.471,448.87,Yeah I'm,13,fine
439,2295548.0,2296474.0,452.85303514376994,453.30559105431377,,2,Oh
440,2296522.0,2297444.0,453.3290734824281,453.7707667731629,Oh,9,shrimp
441,2298129.0,2298333.0,454.1054313099041,454.20543130990416,Oh shrimp,12,my
442,2298712.0,2299532.0,454.3993610223642,454.79936102236417,Oh shrimp my,21,favorite
443,2322332.0,2322892.0,465.9201277955272,466.18498402555895,,4,That's
445,2323005.0,2323493.0,466.258785942492,466.4865814696489,That's,9,it
446,2323924.0,2324523.0,466.69,466.99,,2,We're
448,2324525.0,2325281.0,466.991,467.3704153354638,We're,13,leaving
449,2326117.0,2326608.0,467.76,468.01,,6,Please
450,2326610.0,2327446.0,468.011,468.42,Please,11,calm
451,2327508.0,2328004.0,468.45,468.7008306709264,Please calm,16,down
452,2328051.0,2328793.0,468.7231948881786,469.076549520767,,4,Calm
453,2328868.0,2330040.0,469.1222460063896,469.6937699680512,Calm,9,down
454,2330624.0,2331005.0,469.97,470.15,,3,Who
455,2331007.0,2331173.0,470.151,470.23,Who,6,do
456,2331175.0,2331458.0,470.231,470.37,Who do,10,you
457,2331460.0,2331850.0,470.371,470.57,Who do you,16,think
458,2331884.0,2332258.0,470.58690095846623,470.7794249201277,Who do you think,19,we're
460,2332408.0,2333094.0,470.83473801916927,471.1861022364216,Who do you think we're,30,kidding
461,2333878.0,2334615.0,471.56,471.92,,1,I
462,2334617.0,2335372.0,471.921,472.2829073482425,I,4,am
463,2335442.0,2335947.0,472.3158562300317,472.5729073482428,I am,7,an
464,2336172.0,2337590.0,472.69,473.365271565495,I am an,12,ogre
465,2338321.0,2338627.0,473.7220447284345,473.8720447284345,,1,I'm
467,2338664.0,2339317.0,473.89,474.21,I'm,7,not
468,2339326.0,2339678.0,474.21419488817895,474.3848562300318,I'm not,11,cut
469,2339680.0,2340008.0,474.3954408945685,474.5561022364216,I'm not cut,15,out
470,2340140.0,2340404.0,474.621,474.74,I'm not cut out,19,for
471,2340406.0,2340853.0,474.741,474.97,I'm not cut out for,24,this
472,2340855.0,2341901.0,474.971,475.48,I'm not cut out for this,30,Fiona
473,2342286.0,2342456.0,475.6523642172533,475.7420766773162,I'm not cut out for this Fiona,34,and
474,2342490.0,2342701.0,475.7590511182108,475.88,I'm not cut out for this Fiona and,36,I
475,2342703.0,2343497.0,475.881,476.25,I'm not cut out for this Fiona and I,42,never
476,2343499.0,2344105.0,476.251,476.5392971246006,I'm not cut out for this Fiona and I never,47,will
477,2344243.0,2344975.0,476.6233642172526,476.9824920127793,I'm not cut out for this Fiona and I never will,50,be
478,2347920.0,2350112.0,478.42,479.4929392971249,,2,Uh
479,2354319.0,2354586.0,481.5468051118211,481.67680511182107,,1,I
480,2354595.0,2355019.0,481.681,481.88,I,7,think
481,2355021.0,2355223.0,481.881,481.98,I think,12,that
482,2355225.0,2355398.0,481.981,482.0743130990418,I think that,17,went
483,2355398.0,2355840.0,482.0743130990418,482.2816613418528,I think that went,24,pretty
484,2355840.0,2356442.0,482.2816613418528,482.56792332268367,I think that went pretty,29,well
485,2356618.0,2357834.0,482.67,483.25571884984015,,6,Donkey
486,2359314.0,2359726.0,483.9873482428122,484.1890415335473,,2,Oh
487,2359973.0,2360335.0,484.3,484.4876357827476,Oh,7,come
488,2360344.0,2360833.0,484.4918306709265,484.72,Oh come,10,on
489,2360835.0,2361241.0,484.721,484.92,Oh come on,14,now
490,2361243.0,2361925.0,484.921,485.2556869009583,Oh come on now,20,Shrek
491,2364333.0,2365030.0,486.43,486.7692971246004,,4,Some
492,2365212.0,2365885.0,486.8597539936104,487.18,Some,11,people
493,2365887.0,2366476.0,487.181,487.478881789137,Some people,16,just
494,2366657.0,2367100.0,487.5565591054315,487.78249201277936,Some people just,19,don't
496,2367220.0,2368342.0,487.841,488.39,Some people just don't,33,understand
497,2368344.0,2370009.0,488.391,489.1955591054314,Some people just don't understand,44,boundaries
498,2388160.0,2389302.0,498.07,498.6197444089458,,2,Uh
499,2390103.0,2390963.0,499.02,499.44,,4,Just
500,2390965.0,2391962.0,499.441,499.91,Just,10,think
501,2393231.0,2394007.0,500.53,500.91,Just think,17,couple
502,2394010.0,2394522.0,500.911,501.17,Just think couple,22,more
503,2394663.0,2395727.0,501.2221182108629,501.7584664536739,Just think couple more,27,days
504,2396699.0,2396960.0,502.2343450479236,502.37,Just think couple more days,31,and
505,2396963.0,2397322.0,502.371,502.53,Just think couple more days and,34,we'll
507,2397325.0,2397572.0,502.531,502.66,Just think couple more days and we'll,40,be
508,2397640.0,2398207.0,502.6929488817893,502.9620766773161,Just think couple more days and we'll be,45,back
509,2398255.0,2399214.0,502.98544089456857,503.4533226837058,Just think couple more days and we'll be back,50,home
510,2400271.0,2400470.0,503.97,504.0680511182106,Just think couple more days and we'll be back home,53,in
511,2400499.0,2400825.0,504.0818306709264,504.25,Just think couple more days and we'll be back home in,57,our
512,2400845.0,2401686.0,504.26,504.67,Just think couple more days and we'll be back home in our,64,vermin
513,2401688.0,2402400.0,504.671,505.01,Just think couple more days and we'll be back home in our vermin,71,filled
514,2402402.0,2403404.0,505.011,505.5,Just think couple more days and we'll be back home in our vermin filled,77,shack
515,2403406.0,2404592.0,505.501,506.09,Just think couple more days and we'll be back home in our vermin filled shack,84,strewn
516,2404594.0,2404961.0,506.091,506.27,Just think couple more days and we'll be back home in our vermin filled shack strewn,89,with
517,2404963.0,2406755.0,506.271,507.1461022364216,Just think couple more days and we'll be back home in our vermin filled shack strewn with,96,fungus
518,2407375.0,2408086.0,507.44,507.7980511182106,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus,103,filled
519,2408157.0,2408457.0,507.831,507.97,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled,108,with
520,2408459.0,2408609.0,507.971,508.06,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with,112,the
521,2408611.0,2409337.0,508.061,508.4,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the,120,rotting
522,2409339.0,2410159.0,508.401,508.81,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the rotting,127,stench
523,2410161.0,2410366.0,508.811,508.92,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the rotting stench,130,of
524,2410368.0,2411018.0,508.921,509.23,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the rotting stench of,134,mud
525,2411020.0,2411161.0,509.231,509.3,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the rotting stench of mud,138,and
526,2411163.0,2412447.0,509.301,509.9173801916936,Just think couple more days and we'll be back home in our vermin filled shack strewn with fungus filled with the rotting stench of mud and,146,neglect
527,2412637.0,2412962.0,510.01,510.18,,2,Oh
528,2413023.0,2413678.0,510.21,510.52,Oh,6,you
529,2413680.0,2414313.0,510.521,510.84,Oh you,10,had
530,2414315.0,2414846.0,510.841,511.1,Oh you had,13,me
531,2414848.0,2415013.0,511.101,511.18137380191655,Oh you had me,16,at
532,2415237.0,2416286.0,511.291,511.8029073482426,Oh you had me at,23,vermin
533,2416357.0,2417483.0,511.8198817891376,512.37,Oh you had me at vermin,30,filled
534,2419914.0,2420460.0,513.5648562300321,513.8424920127798,,3,And
535,2420488.0,2421026.0,513.8562715654951,514.1091693290733,And,6,um
536,2422992.0,2424209.0,515.0686261980833,515.6652715654953,And um,12,maybe
537,2424488.0,2425099.0,515.81,516.1,And um maybe,17,even
538,2425101.0,2425309.0,516.101,516.21,And um maybe even,21,the
539,2425377.0,2425943.0,516.242948881789,516.5116613418533,And um maybe even the,28,pitter
540,2426074.0,2426706.0,516.5755591054315,516.8755591054314,And um maybe even the pitter,35,patter
541,2426735.0,2426986.0,516.89,517.02,And um maybe even the pitter patter,38,of
542,2426988.0,2427599.0,517.021,517.33,And um maybe even the pitter patter of,45,little
543,2427601.0,2428153.0,517.331,517.5912460063901,And um maybe even the pitter patter of little,50,feet
544,2428213.0,2428538.0,517.621,517.77,And um maybe even the pitter patter of little feet,53,on
545,2428540.0,2428647.0,517.771,517.84,And um maybe even the pitter patter of little feet on,57,the
546,2428649.0,2429396.0,517.841,518.19,And um maybe even the pitter patter of little feet on the,63,floor
547,2431078.0,2431675.0,519.02,519.32,,4,That's
549,2431677.0,2432430.0,519.321,519.68,That's,12,right
550,2432432.0,2432678.0,519.681,519.81,That's right,16,the
551,2432680.0,2433579.0,519.811,520.2516613418533,That's right the,22,swamp
552,2433660.0,2434275.0,520.291,520.5644408945687,That's right the swamp,27,rats
553,2434330.0,2434780.0,520.591,520.82,That's right the swamp rats,32,will
554,2434782.0,2434946.0,520.821,520.9188817891376,That's right the swamp rats will,35,be
555,2434968.0,2436236.0,520.9294664536742,521.54,That's right the swamp rats will be,44,spawning
556,2436256.0,2436877.0,521.55,521.8443450479233,,2,Uh
557,2437363.0,2437994.0,522.09,522.39,Uh,5,no
558,2438075.0,2438902.0,522.43,522.8333865814695,Uh no,8,uh
559,2440133.0,2440444.0,523.4536741214057,523.5952076677313,Uh no uh,11,no
560,2440471.0,2440838.0,523.61,523.78,Uh no uh no,16,what
561,2440861.0,2441065.0,523.7908306709267,523.89,Uh no uh no what,18,I
562,2441067.0,2441414.0,523.891,524.07,Uh no uh no what I,22,was
563,2441416.0,2442235.0,524.071,524.48,Uh no uh no what I was,31,thinking
564,2442237.0,2442680.0,524.481,524.69,Uh no uh no what I was thinking,34,of
565,2442682.0,2442898.0,524.691,524.8033226837061,Uh no uh no what I was thinking of,37,is
566,2442968.0,2443379.0,524.8202971246009,525.0294568690094,Uh no uh no what I was thinking of is,39,a
567,2443532.0,2444327.0,525.1039392971247,525.4947923322683,Uh no uh no what I was thinking of is a,46,little
568,2444564.0,2444937.0,525.61,525.8,Uh no uh no what I was thinking of is a little,50,bit
569,2445045.0,2445679.0,525.85303514377,526.1530351437699,Uh no uh no what I was thinking of is a little bit,57,bigger
570,2445679.0,2445928.0,526.1530351437699,526.2667731629396,Uh no uh no what I was thinking of is a little bit bigger,62,than
571,2445948.0,2446021.0,526.276517571885,526.3280511182112,Uh no uh no what I was thinking of is a little bit bigger than,64,a
572,2446049.0,2446879.0,526.3418306709267,526.7308306709267,Uh no uh no what I was thinking of is a little bit bigger than a,70,swamp
573,2446921.0,2447392.0,526.751,526.98,Uh no uh no what I was thinking of is a little bit bigger than a swamp,74,rat
574,2448196.0,2449194.0,527.3923642172522,527.88,,6,Donkey
575,2449445.0,2450034.0,527.9931948881789,528.2731948881789,,2,No
576,2450030.0,2451260.0,528.271,528.87,No,8,Shrek
577,2452615.0,2453286.0,529.5416613418531,529.861661341853,No Shrek,11,um
578,2454165.0,2454559.0,530.29,530.4829073482429,No Shrek um,16,what
579,2454563.0,2455479.0,530.4934920127795,530.9324920127794,No Shrek um what,19,if
